Majority.protein.IDs	Protein.ID	Entry.Name	Gene.names	Protein.Length	Coverage	Organism	Protein.Existence	Description	Protein.Probability	Top.Peptide.Probability	razorUniqueCount	spectraCount	razorUniqueCount.MIAPACA_1	razorUniqueCount.MIAPACA_2	razorUniqueCount.MIAPACA_3	razorUniqueCount.MIAPACA_4	razorUniqueCount.MIAPACA_5	razorUniqueCount.MIAPACA_AG205_1	razorUniqueCount.MIAPACA_AG205_2	razorUniqueCount.MIAPACA_AG205_3	razorUniqueCount.MIAPACA_AG205_4	razorUniqueCount.MIAPACA_AG205_5	razorUniqueCount.PGRMC1_1	razorUniqueCount.PGRMC1_2	razorUniqueCount.PGRMC1_3	razorUniqueCount.PGRMC1_4	razorUniqueCount.PGRMC1_5	razorUniqueCount.PGRMC1_AG205_1	razorUniqueCount.PGRMC1_AG205_2	razorUniqueCount.PGRMC1_AG205_3	razorUniqueCount.PGRMC1_AG205_4	razorUniqueCount.PGRMC1_AG205_5	Indistinguishable.Proteins	Potential.contaminant	quantified	logFC_PGRMC1__vs__MIAPACA	AveExpr_PGRMC1__vs__MIAPACA	t_PGRMC1__vs__MIAPACA	P.Value_PGRMC1__vs__MIAPACA	adj.P.Val_PGRMC1__vs__MIAPACA	B_PGRMC1__vs__MIAPACA	logFC_PGRMC1_AG205__vs__MIAPACA_AG205	AveExpr_PGRMC1_AG205__vs__MIAPACA_AG205	t_PGRMC1_AG205__vs__MIAPACA_AG205	P.Value_PGRMC1_AG205__vs__MIAPACA_AG205	adj.P.Val_PGRMC1_AG205__vs__MIAPACA_AG205	B_PGRMC1_AG205__vs__MIAPACA_AG205	logFC_PGRMC1__vs__PGRMC1_AG205	AveExpr_PGRMC1__vs__PGRMC1_AG205	t_PGRMC1__vs__PGRMC1_AG205	P.Value_PGRMC1__vs__PGRMC1_AG205	adj.P.Val_PGRMC1__vs__PGRMC1_AG205	B_PGRMC1__vs__PGRMC1_AG205	logFC_MIAPACA__vs__MIAPACA_AG205	AveExpr_MIAPACA__vs__MIAPACA_AG205	t_MIAPACA__vs__MIAPACA_AG205	P.Value_MIAPACA__vs__MIAPACA_AG205	adj.P.Val_MIAPACA__vs__MIAPACA_AG205	B_MIAPACA__vs__MIAPACA_AG205	TotalIntensity_MIAPACA_1	TotalIntensity_MIAPACA_2	TotalIntensity_MIAPACA_3	TotalIntensity_MIAPACA_4	TotalIntensity_MIAPACA_5	TotalIntensity_MIAPACA_AG205_1	TotalIntensity_MIAPACA_AG205_2	TotalIntensity_MIAPACA_AG205_3	TotalIntensity_MIAPACA_AG205_4	TotalIntensity_MIAPACA_AG205_5	TotalIntensity_PGRMC1_1	TotalIntensity_PGRMC1_2	TotalIntensity_PGRMC1_3	TotalIntensity_PGRMC1_4	TotalIntensity_PGRMC1_5	TotalIntensity_PGRMC1_AG205_1	TotalIntensity_PGRMC1_AG205_2	TotalIntensity_PGRMC1_AG205_3	TotalIntensity_PGRMC1_AG205_4	TotalIntensity_PGRMC1_AG205_5	UniqueIntensity_MIAPACA_1	UniqueIntensity_MIAPACA_2	UniqueIntensity_MIAPACA_3	UniqueIntensity_MIAPACA_4	UniqueIntensity_MIAPACA_5	UniqueIntensity_MIAPACA_AG205_1	UniqueIntensity_MIAPACA_AG205_2	UniqueIntensity_MIAPACA_AG205_3	UniqueIntensity_MIAPACA_AG205_4	UniqueIntensity_MIAPACA_AG205_5	UniqueIntensity_PGRMC1_1	UniqueIntensity_PGRMC1_2	UniqueIntensity_PGRMC1_3	UniqueIntensity_PGRMC1_4	UniqueIntensity_PGRMC1_5	UniqueIntensity_PGRMC1_AG205_1	UniqueIntensity_PGRMC1_AG205_2	UniqueIntensity_PGRMC1_AG205_3	UniqueIntensity_PGRMC1_AG205_4	UniqueIntensity_PGRMC1_AG205_5	Intensity_MIAPACA_1	Intensity_MIAPACA_2	Intensity_MIAPACA_3	Intensity_MIAPACA_4	Intensity_MIAPACA_5	Intensity_MIAPACA_AG205_1	Intensity_MIAPACA_AG205_2	Intensity_MIAPACA_AG205_3	Intensity_MIAPACA_AG205_4	Intensity_MIAPACA_AG205_5	Intensity_PGRMC1_1	Intensity_PGRMC1_2	Intensity_PGRMC1_3	Intensity_PGRMC1_4	Intensity_PGRMC1_5	Intensity_PGRMC1_AG205_1	Intensity_PGRMC1_AG205_2	Intensity_PGRMC1_AG205_3	Intensity_PGRMC1_AG205_4	Intensity_PGRMC1_AG205_5	LFQIntensity_MIAPACA_1	LFQIntensity_MIAPACA_2	LFQIntensity_MIAPACA_3	LFQIntensity_MIAPACA_4	LFQIntensity_MIAPACA_5	LFQIntensity_MIAPACA_AG205_1	LFQIntensity_MIAPACA_AG205_2	LFQIntensity_MIAPACA_AG205_3	LFQIntensity_MIAPACA_AG205_4	LFQIntensity_MIAPACA_AG205_5	LFQIntensity_PGRMC1_1	LFQIntensity_PGRMC1_2	LFQIntensity_PGRMC1_3	LFQIntensity_PGRMC1_4	LFQIntensity_PGRMC1_5	LFQIntensity_PGRMC1_AG205_1	LFQIntensity_PGRMC1_AG205_2	LFQIntensity_PGRMC1_AG205_3	LFQIntensity_PGRMC1_AG205_4	LFQIntensity_PGRMC1_AG205_5	ImputedIntensity_MIAPACA_1	ImputedIntensity_MIAPACA_2	ImputedIntensity_MIAPACA_3	ImputedIntensity_MIAPACA_4	ImputedIntensity_MIAPACA_5	ImputedIntensity_MIAPACA_AG205_1	ImputedIntensity_MIAPACA_AG205_2	ImputedIntensity_MIAPACA_AG205_3	ImputedIntensity_MIAPACA_AG205_4	ImputedIntensity_MIAPACA_AG205_5	ImputedIntensity_PGRMC1_1	ImputedIntensity_PGRMC1_2	ImputedIntensity_PGRMC1_3	ImputedIntensity_PGRMC1_4	ImputedIntensity_PGRMC1_5	ImputedIntensity_PGRMC1_AG205_1	ImputedIntensity_PGRMC1_AG205_2	ImputedIntensity_PGRMC1_AG205_3	ImputedIntensity_PGRMC1_AG205_4	ImputedIntensity_PGRMC1_AG205_5
sp|Q9H8H0|NOL11_HUMAN	Q9H8H0	NOL11_HUMAN	NOL11	719	21.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nucleolar protein 11	1	0.999	7	28	4	2	4	4	2	0	2	2	1	1	1	2	0	1	1	1	0	0	0	0			+	-2.6654117341726	24.9125997435816	-5.9605239968685	0.000191024963661415	0.000754172211780067	0.0878689783990731	-0.103704347859239	23.9764966387245	-0.244626515291739	0.812032426736478	0.866981989447969	-7.59407093206881	-0.344750588299622	23.7522691706451	-0.761187098464765	0.465166769883076	0.577522380676526	-7.42863859113646	2.21695679801374	25.136827211661	5.32342584495541	0.000439931594291853	0.00158822762007059	-0.710839886180532	26.0864430486854	26.2821537898354	26.2939862760364	26.2186986196614	26.345246319121	NA	24.9881089202337	25.114386223331	NA	NA	NA	25.2128193291306	NA	NA	NA	NA	NA	NA	NA	NA	26.0864430486854	26.2821537898354	26.2939862760364	26.2186986196614	26.345246319121	NA	24.9881089202337	25.114386223331	NA	NA	NA	25.2128193291306	NA	NA	NA	NA	NA	NA	NA	NA	26.0864430486854	26.2821537898354	26.2939862760364	26.2186986196614	26.345246319121	NA	24.9881089202337	25.114386223331	NA	NA	NA	25.2128193291306	NA	NA	NA	NA	NA	NA	NA	NA	26.0864430486854	26.2821537898354	26.2939862760364	26.2186986196614	26.345246319121	NA	24.9881089202337	25.114386223331	NA	NA	NA	25.2128193291306	NA	NA	NA	NA	NA	NA	NA	NA	26.0864430486854	26.2821537898354	26.2939862760364	26.2186986196614	26.345246319121	23.1173561523034	24.9881089202337	25.114386223331	23.0491828850211	23.8727098823815	23.9516441082659	25.2128193291306	23.1967283902425	22.405025683563	23.1332518712745	23.7587961431753	24.2244883401094	23.9245894595154	23.6495362327198	24.0658121484548
sp|Q9H8V3|ECT2_HUMAN	Q9H8V3	ECT2_HUMAN	ECT2	914	18.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	Protein ECT2	0.9936	0.9989	1	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|Q9H920|RN121_HUMAN	Q9H920	RN121_HUMAN	RNF121	327	14.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	RING finger protein 121	0.9803	0.9977	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|Q9H936|GHC1_HUMAN	Q9H936	GHC1_HUMAN	SLC25A22	323	38.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	Mitochondrial glutamate carrier 1	1	0.999	2	56	2	2	2	2	3	2	3	2	5	3	2	5	4	2	3	2	2	4	4	2			+	0.916400248821066	25.1320949163871	2.98853329330181	0.0147994036128252	0.0300216473288739	-4.51256684349347	0.36823075972411	25.4520128368209	2.77748931906294	0.0207589256819815	0.0568701115146247	-4.52377095281494	-0.0458331758853596	25.6132116287403	-0.150315858724342	0.883683924188842	0.925042552827	-7.72656537683777	-0.594002664982327	24.9708961244677	-4.46772192210423	0.00146492952406107	0.00442796329450225	-1.9949291571404	24.4377492789358	24.7733870480058	24.9407648706517	24.5327814523514	24.684791309938	25.5102461249428	25.0935845571969	24.9731684132047	25.3696217059921	25.3928664834579	26.1077184954682	25.8686777980849	25.9177319041183	NA	25.692887462621	25.5212873608286	25.6601950639277	25.6048523705556	25.9361153540535	25.4581909340495	24.4377492789358	24.7733870480058	24.9407648706517	24.5327814523514	24.684791309938	25.5102461249428	25.0935845571969	24.9731684132047	25.3696217059921	25.3928664834579	26.1077184954682	25.8686777980849	25.9177319041183	NA	25.692887462621	25.5212873608286	25.6601950639277	25.6048523705556	25.9361153540535	25.4581909340495	24.4377492789358	24.7733870480058	24.9407648706517	24.5327814523514	24.684791309938	25.5102461249428	25.0935845571969	24.9731684132047	25.3696217059921	25.3928664834579	26.1077184954682	25.8686777980849	25.9177319041183	NA	25.692887462621	25.5212873608286	25.6601950639277	25.6048523705556	25.9361153540535	25.4581909340495	24.4377492789358	24.7733870480058	24.9407648706517	24.5327814523514	24.684791309938	25.5102461249428	25.0935845571969	24.9731684132047	25.3696217059921	25.3928664834579	26.1077184954682	25.8686777980849	25.9177319041183	NA	25.692887462621	25.5212873608286	25.6601950639277	25.6048523705556	25.9361153540535	25.4581909340495	24.4377492789358	24.7733870480058	24.9407648706517	24.5327814523514	24.684791309938	25.5102461249428	25.0935845571969	24.9731684132047	25.3696217059921	25.3928664834579	26.1077184954682	25.8686777980849	25.9177319041183	24.3644595436956	25.692887462621	25.5212873608286	25.6601950639277	25.6048523705556	25.9361153540535	25.4581909340495
sp|Q9H9B4|SFXN1_HUMAN	Q9H9B4	SFXN1_HUMAN	SFXN1	322	25.5	Homo sapiens OX=9606	1:Experimental evidence at protein level	Sideroflexin-1	0.9996	0.999	2	15	1	0	0	0	0	2	2	1	3	2	0	0	1	0	0	0	0	1	2	0				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.6794897640591	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.4450420075212	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.6794897640591	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.4450420075212	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.6794897640591	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.4450420075212	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.6794897640591	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.4450420075212	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.6794897640591	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.4450420075212	NA
sp|Q9H9P8|L2HDH_HUMAN	Q9H9P8	L2HDH_HUMAN	L2HGDH	463	14.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	L-2-hydroxyglutarate dehydrogenase, mitochondrial	0.9897	0.9982	1	3	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|Q9H9Q2|CSN7B_HUMAN	Q9H9Q2	CSN7B_HUMAN	COPS7B	264	22.3	Homo sapiens OX=9606	1:Experimental evidence at protein level	COP9 signalosome complex subunit 7b	0.9988	0.999	2	22	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|Q9HAC8|UBTD1_HUMAN	Q9HAC8	UBTD1_HUMAN	UBTD1	227	48	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ubiquitin domain-containing protein 1	1	0.9988	4	7	0	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|Q9HAN9|NMNA1_HUMAN	Q9HAN9	NMNA1_HUMAN	NMNAT1	279	17.6	Homo sapiens OX=9606	1:Experimental evidence at protein level	Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1	1	0.999	3	59	3	4	4	3	5	2	4	3	3	3	2	1	0	2	2	4	4	5	3	2			+	-0.866596768422458	25.1152058580484	-1.58405273468674	0.146750919585063	0.21409551966862	-6.74129578170629	0.308837168445312	25.5694482214278	2.51545642907485	0.0321251719932953	0.0775372423180951	-4.96059992953729	-1.04195933181326	25.2028871397438	-1.90360649124964	0.0879054863805609	0.158856859757383	-6.04701028887571	0.133474605054509	25.4817669397324	1.35064571265098	0.208987529293068	0.286711534286338	-6.94747406058762	25.4153630686946	25.3220526049536	25.6062493145227	25.6886386599767	25.7102175631508	25.5050424715421	25.4918227659149	25.4854640240812	25.370823739482	25.2219951850056	25.5680884420555	NA	NA	25.7186123063919	25.6008170527647	25.5574890603138	25.7233406610954	25.842247416931	25.4491093412684	26.0471475486437	25.4153630686946	25.3220526049536	25.6062493145227	25.6886386599767	25.7102175631508	25.5050424715421	25.4918227659149	25.4854640240812	25.370823739482	25.2219951850056	25.5680884420555	NA	NA	25.7186123063919	25.6008170527647	25.5574890603138	25.7233406610954	25.842247416931	25.4491093412684	26.0471475486437	25.4153630686946	25.3220526049536	25.6062493145227	25.6886386599767	25.7102175631508	25.5050424715421	25.4918227659149	25.4854640240812	25.370823739482	25.2219951850056	25.5680884420555	NA	NA	25.7186123063919	25.6008170527647	25.5574890603138	25.7233406610954	25.842247416931	25.4491093412684	26.0471475486437	25.4153630686946	25.3220526049536	25.6062493145227	25.6886386599767	25.7102175631508	25.5050424715421	25.4918227659149	25.4854640240812	25.370823739482	25.2219951850056	25.5680884420555	NA	NA	25.7186123063919	25.6008170527647	25.5574890603138	25.7233406610954	25.842247416931	25.4491093412684	26.0471475486437	25.4153630686946	25.3220526049536	25.6062493145227	25.6886386599767	25.7102175631508	25.5050424715421	25.4918227659149	25.4854640240812	25.370823739482	25.2219951850056	25.5680884420555	23.315300681381	23.2067188865929	25.7186123063919	25.6008170527647	25.5574890603138	25.7233406610954	25.842247416931	25.4491093412684	26.0471475486437
sp|Q9HAU5|RENT2_HUMAN	Q9HAU5	RENT2_HUMAN	UPF2	1272	14.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	Regulator of nonsense transcripts 2	1	0.9985	4	5	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|Q9HAV4|XPO5_HUMAN	Q9HAV4	XPO5_HUMAN	XPO5	1204	7.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	Exportin-5	1	0.999	3	29	1	1	1	1	2	1	1	0	0	3	1	2	2	2	3	2	2	1	3	0			+	1.24879387827772	24.1811028193059	2.46846146507693	0.0350036096431039	0.0639980159140012	-5.38033703305749	0.280379573235322	24.3825136183955	0.856408007261278	0.413191986824886	0.551786164223829	-7.23714021310861	0.282796353431653	24.6641015817289	0.794149417635635	0.446645807598464	0.561949516742905	-7.40204791882388	-0.685617951610745	23.8995148559724	-1.41130323435353	0.190960613423968	0.265847128492191	-6.87066784755185	NA	NA	NA	NA	25.0581532857661	NA	NA	NA	NA	24.554248886086	NA	25.074156655856	25.4295897364096	25.0155729474152	24.9784556091033	24.4209748329373	24.9236748577606	NA	25.0176348849915	NA	NA	NA	NA	NA	25.0581532857661	NA	NA	NA	NA	24.554248886086	NA	25.074156655856	25.4295897364096	25.0155729474152	24.9784556091033	24.4209748329373	24.9236748577606	NA	25.0176348849915	NA	NA	NA	NA	NA	25.0581532857661	NA	NA	NA	NA	24.554248886086	NA	25.074156655856	25.4295897364096	25.0155729474152	24.9784556091033	24.4209748329373	24.9236748577606	NA	25.0176348849915	NA	NA	NA	NA	NA	25.0581532857661	NA	NA	NA	NA	24.554248886086	NA	25.074156655856	25.4295897364096	25.0155729474152	24.9784556091033	24.4209748329373	24.9236748577606	NA	25.0176348849915	NA	23.1797930866563	22.5224597185435	23.8513452734187	23.1717780364506	25.0581532857661	24.2623025145159	24.4989678520931	23.1236303795638	24.7724695266303	24.554248886086	23.5297238434398	25.074156655856	25.4295897364096	25.0155729474152	24.9784556091033	24.4209748329373	24.9236748577606	24.0787618179672	25.0176348849915	24.172470631409
sp|Q9HAV7|GRPE1_HUMAN	Q9HAV7	GRPE1_HUMAN	GRPEL1	217	9.7	Homo sapiens OX=9606	1:Experimental evidence at protein level	GrpE protein homolog 1, mitochondrial	0.9905	0.9989	1	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|Q9HB90|RRAGC_HUMAN	Q9HB90	RRAGC_HUMAN	RRAGC	399	31.1	Homo sapiens OX=9606	1:Experimental evidence at protein level	Ras-related GTP-binding protein C	1	0.9989	6	35	3	1	1	1	1	2	2	2	1	1	3	1	1	1	1	2	2	2	3	4			+	0.0329680693530392	24.2331328020233	0.061104414414052	0.952576783293941	0.962746642190318	-7.96766422542241	1.43222603197315	25.8866365176736	2.76641994943362	0.0211448418166635	0.0573739019993546	-4.54233294379173	-2.35313269696034	25.42618318518	-6.96094251806064	5.25433746095848e-05	0.00042232976572987	1.67136786752379	-0.953874734340225	24.6935861345169	-1.42692946981387	0.186538520988325	0.261830016280153	-6.85052724466416	25.9059321275509	NA	NA	NA	NA	26.1213434828303	25.7824787801354	26.1733407341619	NA	NA	25.6034123031107	NA	NA	NA	NA	26.5505552821454	26.4901839758841	26.7199261391124	26.3932013720581	26.859880899101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.9059321275509	NA	NA	NA	NA	26.1213434828303	25.7824787801354	26.1733407341619	NA	NA	25.6034123031107	NA	NA	NA	NA	26.5505552821454	26.4901839758841	26.7199261391124	26.3932013720581	26.859880899101	25.9059321275509	NA	NA	NA	NA	26.1213434828303	25.7824787801354	26.1733407341619	NA	NA	25.6034123031107	NA	NA	NA	NA	26.5505552821454	26.4901839758841	26.7199261391124	26.3932013720581	26.859880899101	25.9059321275509	23.9630261106231	23.9085746008525	24.1837216726264	23.1219893250812	26.1213434828303	25.7824787801354	26.1733407341619	24.3753038207767	23.400150690531	25.6034123031107	23.7697712843983	24.1293000333065	23.6455107641906	24.1000897984931	26.5505552821454	26.4901839758841	26.7199261391124	26.3932013720581	26.859880899101
sp|Q9HC36|MRM3_HUMAN	Q9HC36	MRM3_HUMAN	MRM3	420	11.2	Homo sapiens OX=9606	1:Experimental evidence at protein level	rRNA methyltransferase 3, mitochondrial	1	0.999	3	30	1	1	3	1	2	3	0	1	0	1	1	2	0	1	1	3	2	2	2	3			+	-1.16890659289795	24.4602468974831	-1.80544556023988	0.103605025046633	0.158476627180846	-6.42477139577165	1.89013237521092	25.307394494018	3.80925634736577	0.00388129275646582	0.0156723290450658	-2.79807285485646	-2.37666708058931	25.0641271413288	-4.40283882441885	0.00153339649993372	0.00634200882496859	-1.93499831750597	0.682371887519551	24.7035142501723	1.11845699686668	0.291633308239241	0.375334710906092	-7.21942088106632	NA	NA	25.8876934506747	NA	26.1205470260658	25.8090155149492	NA	NA	NA	NA	NA	26.069826359797	NA	NA	NA	26.3051026410803	26.2666231434568	25.7962862213187	26.2134181275748	26.6808732746867	NA	NA	25.8876934506747	NA	26.1205470260658	25.8090155149492	NA	NA	NA	NA	NA	26.069826359797	NA	NA	NA	26.3051026410803	26.2666231434568	25.7962862213187	26.2134181275748	26.6808732746867	NA	NA	25.8876934506747	NA	26.1205470260658	25.8090155149492	NA	NA	NA	NA	NA	26.069826359797	NA	NA	NA	26.3051026410803	26.2666231434568	25.7962862213187	26.2134181275748	26.6808732746867	NA	NA	25.8876934506747	NA	26.1205470260658	25.8090155149492	NA	NA	NA	NA	NA	26.069826359797	NA	NA	NA	26.3051026410803	26.2666231434568	25.7962862213187	26.2134181275748	26.6808732746867	24.1257846205278	24.3960636360694	25.8876934506747	24.6934122363229	26.1205470260658	25.8090155149492	24.6074575884249	23.4331956643634	22.9867994244688	24.9751733398564	23.1166134481307	26.069826359797	23.515230564688	22.9624263101394	23.7148713224156	26.3051026410803	26.2666231434568	25.7962862213187	26.2134181275748	26.6808732746867
sp|Q9HCC0|MCCB_HUMAN	Q9HCC0	MCCB_HUMAN	MCCC2	563	24	Homo sapiens OX=9606	1:Experimental evidence at protein level	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	0.9955	0.9989	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
